Year,Region,School,School_Key,Measure_Code,Measure_Name,min,max,mean,count,Subgroup_Gap
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,clar,Course Clarity,1,1,1,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,rigr,Classroom Rigor,1,1,1,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,pres,Academic Press,22,22,22,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,perc,Academic Personalism,23,23,23,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,peer,Student Peer Relationships,20,20,20,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,math,Math Instruction,21,21,21,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,humr,Human & Social Resources in the Community,39,39,39,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,engl,English Instruction,53,53,53,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,engg,Academic Engagement,32,32,32,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,clar,Course Clarity,0,0,0,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,humr,Human & Social Resources in the Community,42,42,42,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,trts,Student-Teacher Trust,18,18,18,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,stdy,Rigorous Study Habits,39,39,39,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,scie,Inquiry-Based Science Instruction,73,73,73,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,rigr,Classroom Rigor,34,34,34,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,pres,Academic Press,52,52,52,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,perc,Academic Personalism,40,40,40,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,peer,Student Peer Relationships,20,20,20,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,math,Math Instruction,55,55,55,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,acno,Peer Support for Academic Work,33,33,33,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,rigr,Classroom Rigor,18,18,18,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,pres,Academic Press,16,16,16,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,perc,Academic Personalism,19,19,19,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,peer,Student Peer Relationships,33,33,33,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,math,Math Instruction,32,32,32,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,humr,Human & Social Resources in the Community,51,51,51,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,engl,English Instruction,54,54,54,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,humr,Human & Social Resources in the Community,23,23,23,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,clar,Course Clarity,21,21,21,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,acno,Peer Support for Academic Work,38,38,38,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,trts,Student-Teacher Trust,39,39,39,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,stdy,Rigorous Study Habits,59,59,59,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,scie,Inquiry-Based Science Instruction,63,63,63,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,rigr,Classroom Rigor,68,68,68,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,pres,Academic Press,87,87,87,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,perc,Academic Personalism,76,76,76,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,engg,Academic Engagement,36,36,36,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,math,Math Instruction,51,51,51,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,engl,English Instruction,67,67,67,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,engg,Academic Engagement,63,63,63,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,acno,Peer Support for Academic Work,38,38,38,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,trts,Student-Teacher Trust,18,18,18,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,stdy,Rigorous Study Habits,1,1,1,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,rigr,Classroom Rigor,8,8,8,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,scie,Inquiry-Based Science Instruction,36,36,36,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,perc,Academic Personalism,1,1,1,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,peer,Student Peer Relationships,25,25,25,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,math,Math Instruction,17,17,17,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,engl,English Instruction,25,25,25,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,engg,Academic Engagement,38,38,38,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,acno,Peer Support for Academic Work,1,1,1,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,trts,Student-Teacher Trust,17,17,17,1,0
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,stdy,Rigorous Study Habits,39,39,39,1,0
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,pres,Academic Press,25,25,25,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,stdy,Rigorous Study Habits,31,31,31,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,scie,Inquiry-Based Science Instruction,40,40,40,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,rigr,Classroom Rigor,18,18,18,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,pres,Academic Press,22,22,22,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,perc,Academic Personalism,24,24,24,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,peer,Student Peer Relationships,19,19,19,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,math,Math Instruction,24,24,24,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,peer,Student Peer Relationships,71,71,71,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,engl,English Instruction,57,57,57,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,engg,Academic Engagement,28,28,28,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,clar,Course Clarity,4,4,4,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,acno,Peer Support for Academic Work,28,28,28,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,trts,Student-Teacher Trust,17,17,17,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,stdy,Rigorous Study Habits,37,37,37,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,scie,Inquiry-Based Science Instruction,65,65,65,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,rigr,Classroom Rigor,30,30,30,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,humr,Human & Social Resources in the Community,40,40,40,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,math,Math Instruction,63,63,63,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,humr,Human & Social Resources in the Community,67,67,67,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,engl,English Instruction,65,65,65,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,engg,Academic Engagement,76,76,76,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,clar,Course Clarity,17,17,17,1,0
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,acno,Peer Support for Academic Work,83,83,83,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,trts,Student-Teacher Trust,51,51,51,1,0
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,trts,Student-Teacher Trust,19,19,19,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,rigr,Classroom Rigor,61,61,61,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,pres,Academic Press,51,51,51,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,perc,Academic Personalism,52,52,52,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,peer,Student Peer Relationships,88,88,88,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,math,Math Instruction,53,53,53,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,engl,English Instruction,55,55,55,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,engg,Academic Engagement,68,68,68,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,acno,Peer Support for Academic Work,85,85,85,1,0
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,stdy,Rigorous Study Habits,74,74,74,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,engg,Academic Engagement,36,36,36,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,clar,Course Clarity,18,18,18,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,acno,Peer Support for Academic Work,41,41,41,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,trts,Student-Teacher Trust,78,78,78,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,stdy,Rigorous Study Habits,76,76,76,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,slap,School-Wide Future Orientation,68,68,68,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,scie,Inquiry-Based Science Instruction,48,48,48,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,peer,Student Peer Relationships,3,3,3,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,pres,Academic Press,49,49,49,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,perc,Academic Personalism,63,63,63,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,peer,Student Peer Relationships,40,40,40,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,math,Math Instruction,79,79,79,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,humr,Human & Social Resources in the Community,53,53,53,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,futr,Importance of High School for the Future,42,42,42,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,engl,English Instruction,65,65,65,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,engg,Academic Engagement,80,80,80,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,rigr,Classroom Rigor,44,44,44,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,math,Math Instruction,61,61,61,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,humr,Human & Social Resources in the Community,62,62,62,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,futr,Importance of High School for the Future,42,42,42,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,engl,English Instruction,65,65,65,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,engg,Academic Engagement,97,97,97,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,clar,Course Clarity,62,62,62,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,acno,Peer Support for Academic Work,81,81,81,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,engl,English Instruction,57,57,57,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,stdy,Rigorous Study Habits,20,20,20,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,scie,Inquiry-Based Science Instruction,34,34,34,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,rigr,Classroom Rigor,2,2,2,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,pres,Academic Press,32,32,32,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,perc,Academic Personalism,32,32,32,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,peer,Student Peer Relationships,10,10,10,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,math,Math Instruction,25,25,25,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,perc,Academic Personalism,16,16,16,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,trts,Student-Teacher Trust,14,14,14,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,rigr,Classroom Rigor,24,24,24,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,pres,Academic Press,36,36,36,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,perc,Academic Personalism,28,28,28,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,peer,Student Peer Relationships,53,53,53,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,math,Math Instruction,36,36,36,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,humr,Human & Social Resources in the Community,46,46,46,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,futr,Importance of High School for the Future,1,1,1,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,clar,Course Clarity,70,70,70,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,engg,Academic Engagement,54,54,54,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,clar,Course Clarity,18,18,18,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,acno,Peer Support for Academic Work,46,46,46,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,trts,Student-Teacher Trust,41,41,41,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,stdy,Rigorous Study Habits,28,28,28,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,rigr,Classroom Rigor,42,42,42,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,pres,Academic Press,39,39,39,1,0
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,perc,Academic Personalism,61,61,61,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,engl,English Instruction,61,61,61,1,0
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,acno,Peer Support for Academic Work,32,32,32,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,trts,Student-Teacher Trust,13,13,13,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,stdy,Rigorous Study Habits,18,18,18,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,scie,Inquiry-Based Science Instruction,43,43,43,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,rigr,Classroom Rigor,17,17,17,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,pres,Academic Press,33,33,33,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,perc,Academic Personalism,28,28,28,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,peer,Student Peer Relationships,10,10,10,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,scie,Inquiry-Based Science Instruction,55,55,55,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,humr,Human & Social Resources in the Community,34,34,34,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,engl,English Instruction,54,54,54,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,engg,Academic Engagement,52,52,52,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,clar,Course Clarity,1,1,1,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,acno,Peer Support for Academic Work,28,28,28,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,trts,Student-Teacher Trust,47,47,47,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,stdy,Rigorous Study Habits,60,60,60,1,0
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,slap,School-Wide Future Orientation,43,43,43,1,0
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,math,Math Instruction,42,42,42,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,peer,Student Peer Relationships,57,57,57,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,math,Math Instruction,66,66,66,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,humr,Human & Social Resources in the Community,62,62,62,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,engl,English Instruction,62,62,62,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,engg,Academic Engagement,67,67,67,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,clar,Course Clarity,29,29,29,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,acno,Peer Support for Academic Work,48,48,48,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,pres,Academic Press,36,36,36,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,stdy,Rigorous Study Habits,35,35,35,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,scie,Inquiry-Based Science Instruction,27,27,27,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,rigr,Classroom Rigor,18,18,18,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,pres,Academic Press,44,44,44,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,perc,Academic Personalism,42,42,42,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,peer,Student Peer Relationships,16,16,16,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,math,Math Instruction,64,64,64,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,humr,Human & Social Resources in the Community,43,43,43,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,trts,Student-Teacher Trust,11,11,11,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,scie,Inquiry-Based Science Instruction,61,61,61,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,rigr,Classroom Rigor,24,24,24,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,pres,Academic Press,44,44,44,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,perc,Academic Personalism,54,54,54,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,peer,Student Peer Relationships,20,20,20,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,math,Math Instruction,62,62,62,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,humr,Human & Social Resources in the Community,32,32,32,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,perc,Academic Personalism,57,57,57,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,engg,Academic Engagement,57,57,57,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,clar,Course Clarity,29,29,29,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,acno,Peer Support for Academic Work,52,52,52,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,trts,Student-Teacher Trust,43,43,43,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,stdy,Rigorous Study Habits,18,18,18,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,scie,Inquiry-Based Science Instruction,39,39,39,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,rigr,Classroom Rigor,42,42,42,1,0
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,pres,Academic Press,55,55,55,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,engl,English Instruction,64,64,64,1,0
